Last,Address,Address2,Address3,City,State,Zip,Country,Phone,Fax,Email,Account No.,Store,Work,Work Phone,Promo,Contact,Salesperson,Sales Last Year,Sales This Year,First Buy,Last Buy,Bill To Account No.,Tax Status,Tax ID,Alt Tax Rate,Belongs To
Lawrence & Memorial Hosp Linen Services,Attn: Lauren Sekel,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,lauren.sekel@lmhosp.org,69836,2,,,,,Krista,2483.8,185,11/17/2020,3/24/2021,,Exempt,,,Yale Network
Lawrence & Memorial Hosp Materials Mngt,attn Luis Martinez,900 Bank Street,,New London,CT,6320,,(860)442-0711,,lmartinez@lmhosp.org,57000,2,,,,,Krista,2247.89,2724.77,4/18/2017,7/2/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hosp Provider,Attn: Kenneth Donovan,365 Montauk Ave,,New London,CT,6320,,,,kenneth.donovan@lmhosp.org,7275,1,,,,,Krista,997.51,0,4/14/2020,4/28/2020,,Exempt,,,Yale Network
Lawrence & Memorial Hospital,Attn: Accounts  Payable,365 Montauk Avenue,,New London,CT,6320,,(860)442-0711,(860)444-3736,,7646,2,,(860)437-7524,CONTR,Lisa Ext3867,House Account,91.5,133.66,1/20/2000,2/9/2021,,Exempt,E-00445,,Yale Network
Lawrence & Memorial Hospital ADN,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63409,2,,,,,Krista,318.26,0,3/21/2019,3/20/2020,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Audiologist,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63410,2,,,,,Krista,491.81,181.62,4/4/2019,4/15/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Cardiopulmo,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63411,2,,,,,Krista,185.88,168.72,4/30/2019,4/27/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital CLIN TECH,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63412,2,,,,,Krista,43.49,0,7/2/2019,12/28/2020,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Clinical Si,Attn Fred Potter,,365 Montauk Ave,New London,CT,6320,,(860)442-0711,,fred.potter@lmhosp.org,63108,2,,,,,Krista,0,0,12/18/2018,12/28/2018,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital DI TECH,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63413,2,,,,,Krista,37,0,5/6/2019,2/18/2020,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Diagnostic,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63414,2,,,,,Krista,7621.68,4950.79,3/26/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital ED,Attn: Kristy Onorato,365 Montauk Ave,,New Londaon,CT,6320,,(860)271-4326,(860)444-4752,kristy.onorato@lmhosp.org,6977,1,,,,,Krista,2150.57,0,8/23/2019,10/6/2020,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital ED TECH,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63415,2,,,,,Krista,425.13,731.9,4/3/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Engineering,Attn Peggy Antonis,,365 Montauk Ave,New London,CT,6320,,(860)271-4646,(860)444-4797,Peggy.Antonios@lmhosp.org,63107,2,,,,,Krista,12056.5,18507.95,12/13/2018,7/8/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital EVS,365 Montauk Ave,,,New London,CT,6320,,,,,7024,1,,,,,Krista,5666.16,2629.65,9/9/2019,7/26/2021,,Exempt,,,Yale Network
Lawrence & Memorial Hospital Exercise P,365 Montauk Ave,,,New London,CT,6320,,(860)442-0711,,,65124,2,,,,,Krista,0,83.67,5/8/2019,4/12/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital HUC,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63416,2,,,,,Krista,3674.61,3879.86,3/26/2019,7/28/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital MA,365 Montauk Ave,,,New London,CT,6320,,(860)442-0711,,,65122,2,,,CONTR,,Krista,532.79,394.92,4/29/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital MRI,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63417,2,,,,,Krista,69,0,3/26/2019,3/23/2020,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital- NEMG,Attn Jessica Burke,194 Howard Street,,New London,CT,6320,,(860)444-3366,,jburke@lmhosp.org,57002,2,,,,,Krista,6218.75,1221.77,3/31/2017,7/21/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Non-Invasiv,365 Montauk Ave,,,New London,CT,6320,,(860)442-0711,,,65125,2,,,,,Krista,399.23,0,5/8/2019,11/16/2020,,Exempt,,,Yale Network
Lawrence & Memorial Hospital Occupationa,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63418,2,,,,,Krista,594.93,104.41,4/8/2019,5/18/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Patient Sup,,365 Montauk Ave,,New London,CT,6320,,(860)271-4619,,Fred.Boateng@lmhosp.org,63422,2,,,,Fred Boateng,Krista,1766.95,2523.99,3/20/2019,7/19/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Patient Tra,365 Montauk Ave,,,New London,CT,6320,,(860)271-4619,,Fred.Boateng@lmhosp.org,71899,2,,,,Fred Boateng,,0,530.98,5/24/2021,7/15/2021,,,,,Yale Network
Lawrence & Memorial Hospital PCA,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63419,2,,,,,Krista,21754.64,13283.88,3/14/2019,7/28/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Pharmacy Te,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63420,2,,,,,Krista,4972.37,1381.61,3/26/2019,7/19/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Phlebotomis,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63421,2,,,,,Krista,3777.69,2211.86,3/21/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Physical Th,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63424,2,,,,,Krista,770.86,580.1,3/26/2019,7/15/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Polysomnogr,365 Montauk Ave,,,New London,CT,6320,,(860)442-0711,,,65123,2,,,CONTR,,Krista,681.94,337.06,5/6/2019,7/15/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Psychiatric,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63423,2,,,,,Krista,359.41,581.98,4/5/2019,7/16/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Purchasing,Attn Lauren Sekel,900 Bank Street,,New London,CT,6320,,(860)442-0711,,http://lsekel@lmhosp.org/,57001,2,,,,,Krista,6086.32,1785.78,10/16/2017,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Radiology T,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63425,2,,,,,Krista,4481.75,3150.57,3/26/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Rehab Tech,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63426,2,,,,,Krista,277.81,109.76,5/7/2019,4/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Respiratory,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63427,2,,,,,Krista,2190.79,2401.17,3/19/2019,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital RN,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63428,2,,,CONTR,,Krista,44724.93,30979.34,3/12/2019,7/28/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital RN EDU,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63429,2,,,,,Krista,222.7,746.63,3/12/2019,6/9/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Ultrasonogr,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,63430,2,,,,,Krista,49.28,265.76,3/26/2019,4/15/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Hospital Urology,,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,,,65053,2,,,,,Krista,315.79,33,4/22/2019,5/18/2021,,Exempt,HOSPITAL,,Yale Network
Lawrence & Memorial Human Resources,Attn Travis Monroe,365 Montauk Ave,,New London,CT,6320,,(860)442-0711,(860)444-3717,travis.monroe@lmhosp.org,63106,2,,,,Travis Monroe,Krista,0,0,1/17/2019,3/18/2019,,Exempt,HOSPITAL,,Yale Network
Sodexho Food Service -Yale NH Hospital,Attn: Elaine Ogel,20 York Street,,New Haven,CT,6504,,(203)688-2208,(203)688-1981,,2526,1,,(203)785-6975,,Elaine Ogel,House Account,69.76,25.8,2/10/1997,3/8/2021,,Exempt,4745915-001,,Yale Network
Westerly Hospital Case Management,Attn Mary Alice Russo,,25 Wells Street,SWesterly,RI,2891,,(860)442-0711,,"Bridget.murphy@lmhosp,org",60691,2,,,,Bridget Murphy,Krista,0,0,4/6/2018,10/1/2019,,Exempt,HOSPITAL,,Yale Network
Westerly Hospital- CNA,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65002,2,,,,,Krista,6601.39,4181.83,4/26/2019,7/28/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital ED,Attn: Kristy Onorato,25 Wells Street,,Westerly,RI,2891,,(860)271-4326,(860)444-4752,kristy.onorato@lmhosp.org,6978,1,,,,,Krista,0,0,,,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital Engineering,Attn: Peggy Antonis,25 Wells St.,,Westerly,RI,2891,,,,,59181,2,,,,Peggy Antonis,Krista,8005.19,1799.85,11/2/2017,6/9/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Enviromental,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65001,2,,,,,Krista,3770.89,1804.65,4/28/2019,7/12/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital Foundation,Attn: Nicholas Stahl,25 Wells Street,,Westerly,RI,2891,,(401)348-3480,,nicholas.stahl@westerlyhospital.org,59053,2,,,,,Krista,0,0,9/1/2017,6/29/2020,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- HUC,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,13489,3,,,,,Krista,1600.99,1101.74,4/28/2019,7/15/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital Human Resources,Attn: Nocole Depolito,25 Wells Street,,Westerly,RI,2891,,(401)348-3255,,Nicole.Depolito@lmhosp.org,63273,2,,,,,Krista,0,0,,,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital Materials Management,Attn Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,60975,2,,,,,Krista,0,87,7/5/2019,4/7/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Pharmacy,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65000,2,,,,,Krista,1281.13,1135.54,4/25/2019,7/13/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Phlebotomist,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,13488,3,,,,,Krista,1500.18,2360.89,4/26/2019,7/20/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Physical Therapy,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65055,2,,,,,Krista,466.45,327.67,5/2/2019,7/26/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital Purchasing,Attn:Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,60976,2,,,,,Krista,3974.92,1302.42,5/14/2018,6/30/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Radiology,Attn: Lauren Sekel,25 Well Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65003,2,,,,,Krista,3006.07,2672.73,4/18/2019,7/20/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Respiratory,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,13487,3,,,,,Krista,395.83,1338.51,4/18/2019,7/28/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- RN,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,64999,2,,,,,Krista,16644.06,12647.81,3/25/2019,7/28/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital- Volunteer Services,Attn: Mabel Payne,25 Wells Street,,Westerly,RI,2891,,(401)348-3969,,mabel.payne@westerlyhospital.org,72704,2,,,,Mabel Payne,Krista,0,0,,,,Exempt,,,Yale Network
Westerly Hospital-Cardiac Rehab,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65059,2,,,,,Krista,130.93,242.72,5/2/2019,3/1/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Health Unit Coord,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,334,4,,,,,Krista,0,0,5/10/2019,7/1/2019,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Lab Caner,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,335,4,,,,,Krista,0,0,5/8/2019,10/30/2019,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Linen Services,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,69835,2,,,,,Krista,1617.6,1011,12/29/2020,1/21/2021,,Exempt,,,Yale Network
Westerly Hospital-Mental Health,25 Wells Street,,,Westerly,RI,2891,,,,,631,4,,,,,Krista,137.89,199.23,8/6/2020,7/13/2021,,Exempt,,,Yale Network
Westerly Hospital-Occ Therapy,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65056,2,,,,,Krista,286.57,23.39,5/2/2019,5/19/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Rehabilation Services,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,13605,3,,,,,Krista,236.59,255.86,5/6/2019,4/27/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Speech Therapy,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65054,2,,,,,Krista,82.15,61.5,5/2/2019,2/9/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Urology,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65057,2,,,,,Krista,453.47,121.47,4/28/2019,7/20/2021,,Exempt,OUT OF STATE,,Yale Network
Westerly Hospital-Wound Care,Attn: Lauren Sekel,25 Wells Street,,Westerly,RI,2891,,(860)271-4952,,lauren.sekel@lmhosp.org,65058,2,,,,,Krista,139.86,120.36,5/6/2019,6/24/2021,,Exempt,OUT OF STATE,,Yale Network
Yale Department of Neurology,15 York Street,LCI 9,PO Box 208018,New Haven,CT,69511,,(203)737-2020,,michelle.vallati@yale.edu,61130,2,,,,Michelle Vallati,,0,0,,,,,,,Yale Network
Yale Fertility Center,Attn: Jeannine Estrada,150 Sargent Drive,Second Floor,New Haven,CT,6511,,(203)764-5866,,jeannine.estrada@yale.edu,21440,2,,,,Jeannine Estrada,Krista,198.5,0,3/24/2005,7/20/2020,,Exempt,"0497099-000, E0015",,Yale Network
Yale Medical Group,Yale University Accts Payable,PO Box 208228,,New Haven,CT,06520-8228,US,(203)535-8733,,jeannine.estrada@yale.edu,50262,2,,,,Tracy Kot,Krista,126.24,0,11/13/2015,1/21/2020,,Exempt,,,Yale Network
Yale NH Hospital - PICU APP,,,,,,,,(203)688-1865,,denine.baxter@ynhh.org,72609,2,,,,,Krista,0,0,,,,,,,Yale Network
Yale NH Hospital ACA,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,60507,2,,,,Beverly Decato,Krista,29007.78,24692.33,3/6/2018,7/28/2021,,Exempt,,,Yale Network
Yale NH Hospital Accred & Reg Affairs,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,,70801,2,,,,Jennifer Daricek,Krista,139.75,1629.31,12/23/2020,2/9/2021,,Exempt,,,Yale Network
Yale NH Hospital Admitting  Y-Access,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,Joanne.Pentino@ynhh.org,38433,2,,,,,Krista,17.85,0,6/28/2011,2/27/2020,,Exempt,,,Yale Network
Yale NH Hospital Admitting Outpatient,Accounts Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-5499,,lori.peterson@ynhh.org,38084,2,,,,,Krista,0,0,5/25/2011,8/9/2019,,Exempt,,,Yale Network
Yale NH Hospital Admitting-Inpatient,Attn: Accounts Payable,PO Box 1001,,New Haven,CT,6504,,(203)688-2218,,Joanne.Pentino@ynhh.org,19493,2,,,,Joanne Pentino,Krista,29.34,0,9/21/2004,7/31/2020,,Exempt,,,Yale Network
Yale NH Hospital Admitting-Inpatient-1,Po Box 20822,,,New Haven,CT,6519,,,,,40685,2,,,,,,0,0,,,,Exempt,,,Yale Network
Yale NH Hospital Aids Program,Attn: Account Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-3297,,,52375,2,,,,June Holmes,Krista,0,0,9/24/2016,1/26/2018,,Exempt,,,Yale Network
Yale NH Hospital Apparel Sales,Attn: Accounts Payable`,P.O. Box 1001,,New Haven,CT,6054,,,,,15710,3,,,,,Krista,125915.1,48400.85,1/30/2020,7/28/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital BA,Attn: Account Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-5830,,beverly.decato@ynhh.org,46303,2,,,,Beverly Decato,Krista,23854.18,16687.74,3/12/2014,7/28/2021,,Exempt,,,Yale Network
Yale NH Hospital Care Management,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,luanne.marsh@ynhh.org,7297,1,,,,Luanne Marsh,Krista,2696.37,11847.44,5/8/2020,7/23/2021,,Exempt,,,Yale Network
Yale NH Hospital Child Life Specialty,Attn: Accounts Payable,P.O. Box 1001,,New Haven,CT,6504,,(203)688-3844,,ellen.good@ynhh.org,6809,1,,,,Ellen Good,Krista,2611.1,1902.49,11/11/2016,7/28/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital CIU Surgical,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,Kimberly.Bergere@ynhh.org,65462,2,,,,Kimberly Bergere,Krista,197.18,128.64,6/19/2019,5/6/2021,,Exempt,,,Yale Network
Yale NH Hospital Clinical Engineering,Attn: Accounts Payable,P.O. Box  1001,,New Haven,CT,6504,,(203)789-3701,,vincent.cianci@ynhh.org,65116,2,,,,Vincent Cianci,Krista,2982.42,2620.26,5/14/2019,7/23/2021,,Exempt,,,Yale Network
Yale NH Hospital Clinical Tech,Attn: Accounts Payable,P.O. Box  1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,51129,2,,,,Bev Decato,Krista,29822.61,21010.68,6/7/2016,7/29/2021,,Exempt,,,Yale Network
Yale NH Hospital CNA,Attn: Accounts Payable,P.O. Box  1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,51219,2,,,,Beverly Decato,Krista,138.54,0,7/8/2016,2/3/2020,,Exempt,,,Yale Network
Yale NH Hospital Collection Clerks,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,(203)930-9346,,Caitlin.Sculley@ynhh.org,69070,2,,,,Caitlin Sculley,Krista,1367.23,28.89,9/11/2020,1/11/2021,,Exempt,,,Yale Network
Yale NH Hospital Combined New,Attn: Accounts Payable,P.O. Box 1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,68098,2,,,,Bev Decato,Krista,1133.61,31.49,4/7/2020,3/10/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Constant Companion,Attn: Accounts Payable,PO Box 1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,51396,2,,,,Bev Decato,Krista,3376.39,2284.37,11/17/2016,7/28/2021,,Exempt,,,Yale Network
Yale NH Hospital Corporate Supply Chain,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-2513,,bolivar.baez@ynhh.org,72532,2,,,,Bolivar Baez,Krista,0,4667.16,7/8/2021,7/12/2021,,Exempt,,,Yale Network
Yale NH Hospital Critical Care Transport,Attn: Accounts Payable,P.O. Box 1001,,New Haven,CT,6504,,(203)562-3320,(203)562-9070,leonard.guercia@ynhh.org,63127,2,,,,Leonard Guercia,Krista,2530.37,3288.1,12/27/2018,7/21/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Day Care,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,lynn.wiener@ynhh.org,38729,2,,,,,Krista,1924.36,571.29,8/2/2011,6/28/2021,,Exempt,,,Yale Network
Yale NH Hospital Dental Services,Attn: Beverly DeCato,PO Box 1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,60746,2,,,,Beverly DeCato,Krista,2627.84,2666.31,4/12/2018,7/2/2021,,Exempt,,,Yale Network
Yale NH Hospital Diagnostic Radiology,Attn: Patsy Twohill,PO Box 1001,,New Haven,CT,6504,,(203)688-9242,,patsy.twohill@ynhh.org,9901,2,,,,Eyal Yazdi,Krista,44614.85,32494.61,2/16/2001,7/29/2021,,Exempt,,,Yale Network
Yale NH Hospital EA Program,Attn: Accounts Payable,PO Box 1001,,New Haven,CT,6504,,,,,380,2,,,,Eija Faulkner,Krista,2338.79,1106.32,5/5/1997,7/23/2021,,Exempt,,,Yale Network
Yale NH Hospital ED Department  APP,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,,65128,2,,,,Theresa Cohen,Krista,6219.24,3455.99,4/24/2019,7/23/2021,,Exempt,,,Yale Network
Yale NH Hospital ED Tech,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,beverly.decato@ynhh.org,50938,2,,,,Beverly Decato,Krista,1463.85,2286.07,11/2/2016,7/22/2021,,Exempt,,,Yale Network
Yale NH Hospital EDMA,Po Box 1001,,,New Haven,CT,6504,,(203)688-5215,,Christopher.Chmura@ynhh.org,65924,2,,,,Chris Chumura,Krista,390.4,784.99,9/10/2019,7/1/2021,,Exempt,,,Yale Network
Yale NH Hospital EDTA,Attn: Accounts Payable,P.O Box 1001,,New Haven,CT,6504,,(203)688-2131,,beverly.decato@ynhh.org,51221,2,,,,Beverly Decato,Krista,12767.92,9991.06,6/28/2016,7/29/2021,,Exempt,,,Yale Network
Yale NH Hospital Emergency Dept.,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,(203)688-4189,,,39571,2,,,,Steven Schilling,Krista,953.1,734.87,11/11/2011,6/24/2021,,Exempt,,,Yale Network
Yale NH Hospital Engineering,Attn: Account Payable,Po Box 1001,,New Haven,CT,6504,,,,gretchen.zukunft@ynhh.org,50647,2,,,,Gretchen Zukunft,Krista,28546.38,7798.77,2/19/2016,7/26/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Env/Painter/FA,Attn: Accounts Payable,Po Box 1001,,New Haven,CT,6504,,,,louis.donarumo@ynhh.org,43307,2,,,,Lou Donarumo,Krista,106.4,53,12/18/2012,7/2/2021,,Exempt,,,Yale Network
Yale NH Hospital Environmental,Attn: Accounts Payable,PO Box 1001,,New Haven,CT,6504,,(203)688-1150,,brenda.williams@ynhh.org,9322,2,,,,Brenda Williams,Krista,52983.57,35840.89,11/13/2000,7/29/2021,,Exempt,89994,,Yale Network
Yale NH Hospital Environmental Superviso,ATT: Accounts Payable,PO Box 1001,,New Haven,CT,6504,,(203)688-1150,,brenda.williams@ynhh.org,37282,2,,,,Brenda Williams,Krista,167.53,0,1/28/2011,10/8/2020,,Exempt,,,Yale Network
Yale NH Hospital Glass Door,Attn: Accounts Payable,Po Box 1001,,New Haven,NJ,6504,,(203)789-3607,,linda.lake@ynhh.org,70921,2,,,,Linda Lake,Krista,0,277.57,3/1/2021,3/18/2021,,,,,Yale Network
Yale NH Hospital Grimes Center CNA,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53067,2,,,,Diane Nunzianto,Krista,8789.89,5846.45,10/28/2016,7/22/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Dietary,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53069,2,,,, Diane Nunzianto,Krista,1432.65,1205.49,12/27/2016,7/13/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Env Srv,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53068,2,,,,Diane Nunzianto,Krista,1633,1269.53,10/24/2016,7/16/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center LPN,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53066,2,,,, Diane Nunzianto,Krista,3369.43,2130.66,11/4/2016,7/23/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Mainten,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53073,2,,,,Diane Nunzianto,Krista,0,149.76,5/12/2017,1/4/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Ocp Thrpy,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53071,2,,,,Diane Nunzianto,Krista,1609.49,265.93,11/3/2016,7/13/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Phy Thrpy,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53070,2,,,,Diane Nunzianto,Krista,1042.65,531.06,1/27/2017,6/14/2021,,Exempt,HOSPITAL,,Yale Network
Yale NH Hospital Grimes Center Rehb Tech,1354 Chapel St,,,New Haven,CT,6511,,(203)867-8367,,diane.nunzianto@ynhh.org,53072,2,,,,Diane Nunzianto,Krista,289.73,549.66,2/1/2017,6/16/2021,,Exempt,HOSPITAL,,Yale Network
